,min_value,max_value,std,mean,median,skew,kurtosis,labels
90,-225.91446,93.17636,40.464233,-2.5089855,0.038117617,-3.8188470167059214,21.06673926040227,car_horn
91,-62.241295,98.43147,23.48215,0.3861413,0.70823205,1.3283693039313424,6.921463428466701,car_horn
92,-193.14621,141.94995,39.06371,-0.09301825,0.009693934,-1.79343132227225,16.305904285906916,car_horn
93,-220.84589,153.45207,43.556236,-2.7778964,-2.900135,-1.9572335197481572,16.873614667130813,car_horn
94,-302.10693,72.50016,52.409782,-2.7841468,2.1923509,-4.502193855735769,23.832846205866616,car_horn
95,-268.7356,116.1377,49.07757,0.4379654,0.4059508,-3.6793629967531207,20.566421036763398,car_horn
96,-185.73918,64.46689,35.810116,-3.8551693,-1.2997414,-3.1139929132784676,14.197933719513678,car_horn
97,-119.51945,137.21968,31.125132,1.1950365,2.1144228,0.5945380052655086,11.92960506702478,car_horn
98,-191.1292,114.177025,40.440002,-1.1330681,-0.7034326,-1.9669377866596618,10.99948391295905,car_horn
99,-216.69415,60.734386,37.089756,-3.856095,-0.26510167,-4.557749927364937,24.377565826069887,car_horn
100,-110.825806,119.039856,28.378937,1.80914,0.4843194,0.1501167080359244,10.677649615549955,car_horn
101,-54.646687,108.70362,23.605864,-0.6042287,-2.5541086,2.018008365470357,9.808804851322765,car_horn
102,-486.42212,88.05821,78.051125,-11.337488,-1.9368744,-5.575100335090363,31.38767896134309,car_horn
103,-89.84968,96.19573,25.837807,-1.7497699,0.0043044686,0.011424842091968564,6.469547929299404,car_horn
104,-152.77737,147.06215,35.033363,2.2310607,1.7604665,-0.41971746841052693,13.937873905319865,car_horn
105,-322.00504,178.1204,62.252438,-7.792449,-0.032372512,-2.756968105125982,15.653411223359427,car_horn
106,-184.8477,103.15516,36.598087,-0.90269583,-1.3415267,-2.587441478524876,14.641345213025392,car_horn
107,-161.49101,47.739796,31.944355,-3.8242493,-2.196711,-2.8700225778872652,12.366919540511274,car_horn
108,-151.98232,147.22595,35.334705,-2.6391034,-1.8758528,-0.005796658482111893,13.12475675910845,car_horn
109,-196.01265,127.19663,41.016884,-0.1814106,0.56395906,-1.952085333663618,12.406319597633125,car_horn
110,-194.27945,81.50502,36.084034,-1.0507133,0.47025007,-3.4946036444927233,18.32368858451806,car_horn
111,-185.8073,73.41805,35.82813,-5.6667223,-0.8387588,-3.009096772936894,14.094198433676976,car_horn
112,-212.31499,136.45929,41.37781,-2.885967,-2.3488991,-2.2828435808966514,16.657842987286607,car_horn
113,-173.87784,124.217316,35.892796,0.7838408,0.5855662,-1.8693499514699528,14.57252913759616,car_horn
114,-147.5281,58.0828,27.516499,-1.5507066,1.8240412,-3.442155039757557,17.415900870227834,car_horn
115,-426.73584,56.12362,70.11421,-14.529341,-5.8143106,-5.0126540116789355,26.927486159168772,car_horn
116,-347.3277,87.53585,58.025448,-6.2265964,0.50998414,-4.950124216381518,27.060449884687888,car_horn
117,-285.36633,108.79337,49.966133,-2.1248372,1.6185286,-4.243352598365572,23.468728603367808,car_horn
118,-217.46074,114.56426,42.067947,-1.3907815,5.13829,-2.861795779314881,15.9028847765887,car_horn
119,-208.47078,91.29477,36.934654,-8.245283,-5.707032,-3.4720873841398356,19.946289096713134,car_horn
120,-341.8216,84.49672,59.80152,-9.5026455,-1.2214643,-4.168891261397626,21.06718645751775,car_horn
121,-295.60855,56.283394,49.030895,-5.695109,-0.32762155,-5.070097934868103,27.68343767715983,car_horn
122,-144.99867,115.42008,32.711998,-1.4083663,-0.91663194,-1.025403786702841,10.673787476075672,car_horn
123,-199.31384,65.1937,36.159264,-2.866832,2.5451818,-3.8119854689981514,19.156707379806395,car_horn
124,-166.43364,119.84825,38.354153,-4.015534,-0.83833575,-1.6849282412647144,9.715939651758001,car_horn
125,-112.88227,82.83417,24.012539,-2.6756501,-0.8087019,-1.285508534717664,12.191569793277365,car_horn
126,-152.13492,95.190155,32.646336,-2.1627326,1.351119,-1.8268061460669915,10.363689493520305,car_horn
127,-193.75833,159.75159,40.86232,-2.6154149,-1.9503307,-0.9647773409004808,15.235100891072907,car_horn
128,-100.4404,68.12852,26.090767,-4.804574,-0.69441617,-1.697505952917775,6.662518915949322,car_horn
129,-115.62412,115.52843,29.625574,-0.850721,-1.4294794,-0.01410392404513709,8.95784193265164,car_horn
130,-158.4318,126.75308,35.09301,-0.9300259,1.8060501,-1.1140361187904635,11.661875719264641,car_horn
131,-96.70279,130.55943,29.194248,1.3816396,0.7372124,1.1820130414871912,10.211376899757434,car_horn
132,-155.24077,105.437386,33.170624,-1.3067071,1.4659355,-1.725529862640725,11.463497568890114,car_horn
133,-126.72412,75.99274,25.191214,-3.0782313,-1.0403416,-2.1854345494656937,13.999989449270146,car_horn
134,-115.77783,97.443665,27.147226,0.9055578,1.2859588,-0.8598618135449975,9.766740797575498,car_horn
135,-83.67451,106.45974,26.414364,-0.3513864,-0.23246877,0.895744301660879,6.955063002172238,car_horn
136,-303.7246,54.645733,51.676315,-4.1286583,3.7597675,-4.7819409239219635,25.347409632875046,car_horn
137,-113.434425,90.77994,26.801237,-1.5372794,1.2184553,-1.0743785426628913,8.87598968479709,car_horn
138,-227.32076,109.00825,42.82049,-1.9719108,1.830862,-3.1907952498762366,17.358173104783912,car_horn
139,-117.53144,139.64383,30.273035,-1.8892701,-2.1309845,1.1537076661122843,14.311351725970638,car_horn
140,-206.84402,147.62671,42.694515,2.7574234,3.2208214,-1.9740651589601548,14.872037521959598,car_horn
141,-184.10895,110.1223,39.383316,-1.2026827,-0.7713864,-1.8919182637651897,10.400856645687796,car_horn
142,-83.37238,72.47832,21.969854,-3.070887,-3.6454756,0.19273225757970872,6.693999034185392,car_horn
143,-121.781075,146.15335,35.52735,1.021195,0.4319747,0.8094134780314692,8.351917243992405,car_horn
144,-467.7198,105.40644,75.99736,-9.738148,-1.9217628,-5.372524969885071,30.10873462442531,car_horn
145,-128.9644,205.22818,39.93318,2.359312,0.8732997,2.32905549649888,16.659584813428292,car_horn
146,-137.16612,132.6269,32.117435,-1.9702222,-2.5922823,-0.07538740335844105,12.663449998712597,car_horn
147,-125.09177,57.159847,27.748768,-4.375764,-0.9073024,-1.9841853565365857,7.413304844375228,car_horn
148,-494.1554,80.75993,79.2033,-11.412741,-1.7084883,-5.606915548776334,31.553869985144033,car_horn
149,-63.077892,145.68578,27.047794,3.5811114,1.5953455,3.275903823303831,17.13280762068054,car_horn
150,-286.6562,114.373886,50.5178,-4.41968,-2.039637,-4.011178980273805,22.139619527658752,car_horn
151,-153.50592,132.84573,33.76609,-2.2362099,-1.784008,-0.6818594377078643,13.543101735038821,car_horn
152,-112.23966,85.86166,26.773209,-1.7051218,2.035243,-1.227870853794299,8.154125260398173,car_horn
153,-315.4466,44.53511,51.523846,-5.2042003,-0.66074705,-5.40074053476822,29.910239894475595,car_horn
154,-164.5824,45.958347,32.23531,-4.1641474,-2.6020765,-2.954423097621638,12.841670880103377,car_horn
155,-186.1448,112.9559,39.79307,-1.0583284,-1.3876472,-1.8819355736605312,10.546614143517104,car_horn
156,-122.68235,115.38901,29.261374,-2.2631958,-2.3557618,-0.2135781473934652,10.91827318661455,car_horn
157,-240.3112,135.17033,45.100334,0.43335763,2.1955166,-3.1240564058612326,19.32026210667878,car_horn
158,-172.80074,124.2015,35.437622,-1.6587737,-1.4367785,-1.658404854095088,14.68061839901937,car_horn
159,-315.69733,126.26743,55.695606,-3.347355,2.3583183,-4.092754094023663,22.484982359670223,car_horn
160,-351.5322,66.46445,57.652412,-6.0982027,-0.8932147,-5.297732350745604,29.3044335431252,car_horn
161,-202.68802,164.82066,42.43411,-2.9163852,-3.4443803,-1.0532654241166162,15.404859415017452,car_horn
162,-165.61465,130.82634,39.460102,-2.6437192,-0.31166214,-1.4552488579812826,9.635901025610755,car_horn
163,-43.377853,115.556786,20.989252,2.7710814,-0.7203204,3.614341627361166,18.527478360546386,car_horn
164,-141.25887,113.31532,30.997383,-0.90510064,-1.7732922,-1.068086983309765,12.239035457623382,car_horn
165,-163.5685,85.78377,32.82232,-5.5449243,-3.9923835,-2.333210761651543,12.351587393444419,car_horn
166,-158.4874,41.305714,31.632702,-4.1942325,-2.3871918,-2.809560889001426,11.735776726257695,car_horn
167,-124.888664,110.32433,29.694065,0.6606855,2.0124738,-0.7551059272764911,9.970390841456334,car_horn
168,-89.62644,55.84307,24.751,-4.1332254,-1.4263079,-1.5695413257364401,5.312909597409417,car_horn
169,-295.99353,113.462776,52.690205,-1.9615597,5.222267,-4.078206542457551,21.846010575175818,car_horn
170,-347.4375,72.53498,60.453243,-9.5296955,-2.3362038,-4.2731689452891315,21.572495450119565,car_horn
171,-132.36003,143.25047,33.435574,-3.0834813,-2.151809,0.5599950084387152,11.966964051223478,car_horn
172,-381.7724,139.35039,64.79267,-2.1403217,1.7982516,-4.760558245826679,27.035568054697766,car_horn
173,-520.86865,120.60398,85.16377,-7.1849356,1.0779707,-5.3874930593410175,30.22526855245512,car_horn
174,-178.67284,135.08786,38.45705,-1.9093825,-0.77145374,-1.3311358636080428,12.369571096914816,car_horn
175,-194.34433,117.18768,41.034706,-1.123606,-1.449115,-1.9635231142832912,11.165405073009445,car_horn
176,-151.77727,147.22212,35.377785,0.60189855,-2.6439133,-0.19316328065052166,13.02826537805781,car_horn
177,-183.44867,110.66526,39.31536,-1.1678355,-1.8005278,-1.874153326016283,10.362909207612173,car_horn
178,-161.31215,125.64801,34.195004,0.025281906,1.585531,-1.4511196180429526,14.065916237660215,car_horn
179,-101.70613,83.092995,26.264153,-5.6389904,-2.633679,-0.7105555101464491,6.035406523277771,car_horn
180,-117.679825,125.52536,30.421825,-1.1594832,-1.8935603,0.2784969929860818,10.220927423109591,car_horn
181,-171.67339,145.66289,37.864002,-2.2522962,-2.366344,-0.7751860663784337,12.940794572915879,car_horn
182,-109.55187,70.26762,25.163029,1.1888888,-0.67436534,-1.5100573879343577,8.200873633617613,car_horn
183,-208.89621,153.70058,43.472576,-4.255637,-2.7379835,-1.447812857899856,13.725931400392344,car_horn
184,-189.86215,115.846214,40.53177,-1.1158509,-2.5330513,-1.87764343008749,10.648577628729132,car_horn
185,-119.482864,127.01368,32.30704,-3.574266,-3.9303703,0.5665225953926777,8.480355632340258,car_horn
186,-304.76663,209.13127,58.996376,0.22806779,3.8964853,-2.3465613276365427,18.79053787096015,car_horn
187,-169.09546,44.544815,31.078234,3.5394611,5.3972783,-4.104901059625086,21.036272864062152,car_horn
188,-135.9109,113.35069,30.754852,-1.4517081,-1.3343093,-0.8290599173330061,11.14778978687502,car_horn
189,-328.6949,229.7234,63.94894,-0.6371895,2.723874,-2.207257985873276,18.526311958669744,car_horn
190,-129.65582,140.68562,31.957134,2.2060184,3.0610971,0.2509641880507846,13.12307150916698,car_horn
191,-62.74442,115.03135,22.676228,1.9485524,0.015239954,2.5496778128356943,14.265170120516842,car_horn
192,-171.15555,119.737175,37.719685,-0.2987179,-1.8764936,-1.4885359108811291,10.242347729960988,car_horn
193,-140.93675,94.30576,30.863222,-2.2581267,0.21666491,-1.7088088016530723,10.200989235724736,car_horn
194,-90.83587,156.14397,32.42552,2.068608,1.6709392,1.8032005896518994,12.233195789950193,car_horn
195,-185.52542,142.54405,39.17436,-1.6525189,-0.00024879165,-1.337113512254919,13.822508556657827,car_horn
196,-289.39572,197.23431,60.445637,-5.9589524,-2.92592,-1.8295094462087258,12.820682853642179,car_horn
197,-152.21835,133.04018,35.589478,-1.5398861,-0.21208227,-0.6328610468301739,10.461047927640434,car_horn
198,-154.4959,92.12862,31.639462,-2.2847252,-1.781481,-2.0306609768753754,12.60661564237665,car_horn
199,-190.49933,136.79326,39.620476,-0.9861603,3.2998,-1.7219353353348161,13.835683594124145,car_horn
200,-145.24243,104.31476,32.013226,-0.018002748,0.066781774,-1.5365853383559425,10.658917089602122,car_horn
201,-233.96733,98.75767,42.348434,-2.5373693,-0.73565805,-3.6543474728251617,20.240138232509366,car_horn
202,-117.49967,82.622604,26.675793,2.8701339,3.324394,-1.4917245381845203,9.672138123155063,car_horn
203,-169.19186,127.84429,35.228767,-2.5680459,-1.1547468,-1.4052901805000608,14.266625909008603,car_horn
204,-63.123398,127.474754,27.26549,-2.2931502,-3.4058025,2.3584976343285367,11.33385289729705,car_horn
205,-159.31726,121.19196,34.13453,-1.8489037,-1.1026809,-1.303566955163485,12.708831376333093,car_horn
206,-177.26099,147.19403,39.226364,-1.1840874,1.9338403,-0.9818719510352709,12.406093726106656,car_horn
207,-86.090454,108.97706,25.844648,0.38524562,-0.32683402,0.9212226414941507,8.433468243286308,car_horn
208,-109.47076,69.49092,26.57984,-4.1298943,-1.2962327,-1.670795740474019,6.7740248260508125,car_horn
209,-150.16852,141.6348,35.25423,-1.1790469,-1.3153987,-0.240026150940618,11.85534695113979,car_horn
210,-286.6667,192.62012,59.672424,-6.0716767,-1.9402792,-1.8847768735622528,12.856399352979578,car_horn
211,-309.6529,190.162,64.066864,-7.969804,-2.5016108,-2.2188069044205,12.516781381272185,car_horn
212,-204.14336,111.53651,37.840244,-7.9139466,-3.6541555,-2.6995331061591927,17.576344824347867,car_horn
213,-311.8553,201.20024,59.795532,-2.8533823,-0.071788654,-2.4619379406449147,18.237860547797496,car_horn
214,-212.88939,148.97855,43.642254,-0.6008502,3.1614583,-1.922825677839575,14.547980905660346,car_horn
215,-64.794846,83.161865,21.416597,-0.009343004,-0.4285342,0.9609542798466524,5.966497702939213,car_horn
216,-155.28317,135.3676,35.48304,-1.1021792,1.0487046,-0.6961506569364767,11.5160489544341,car_horn
217,-262.33508,163.0666,50.444103,-0.532666,3.2169573,-2.653074701344045,17.928605769668252,car_horn
218,-210.62936,135.67189,42.068,-1.0257006,2.4534078,-2.2751842603656196,15.289826870810558,car_horn
219,-119.792,112.571846,30.003164,-2.4027603,-2.20665,-0.1675765571295568,8.733947386454567,car_horn
220,-353.8324,75.843216,61.413074,-9.972226,-0.892936,-4.2918049015617825,21.739957059529015,car_horn
221,-82.946365,148.99397,31.018606,0.075526334,0.9452678,1.9714294150088332,12.35744716553866,car_horn
222,-89.38206,98.50581,25.587486,-0.70896864,-0.60445964,0.49448473938679527,6.925439309653527,car_horn
223,-123.44762,142.11472,32.57336,-2.7211413,-2.290645,0.8502507237803697,11.72559291355822,car_horn
224,-138.96169,59.404003,29.775103,-4.5841513,-1.8318056,-2.196870827438425,8.61019416031731,car_horn
225,-65.11796,102.655685,24.05323,0.46661687,-0.25238264,1.356957709842934,7.354805556364507,car_horn
226,-219.35089,126.447556,44.156906,-0.011914348,1.3030984,-2.453192325089033,13.972662643657351,car_horn
227,-125.39664,147.80211,36.782665,0.7841729,1.5566189,0.7729509223112596,7.705439281475119,car_horn
228,-188.58235,116.698364,40.40541,-1.0027031,-3.409418,-1.8439507523471115,10.56775094579592,car_horn
229,-167.5567,134.84303,35.97417,-3.359949,-1.3903911,-0.9703754837611763,13.381600891140323,car_horn
230,-128.65529,127.38396,30.72786,1.8951252,1.1171349,-0.19205485732589675,12.165118443072872,car_horn
231,-121.883896,123.23781,30.218334,0.7638545,0.1470783,-0.08630770051145863,10.771086703065796,car_horn
232,-207.8941,160.89093,44.489544,-3.9665928,-1.3946936,-1.2028189089760977,12.888687920614425,car_horn
233,-284.60284,101.650856,50.274506,-2.7388113,0.8219168,-4.168311490625867,22.225156564723974,car_horn
234,-106.239006,105.29156,26.890383,-2.5215046,-1.6839516,0.08419420010550802,9.266492781358039,car_horn
235,-34.437626,97.14926,19.609468,1.0303862,-3.091075,2.838519324897696,11.951964508997822,car_horn
236,-277.96896,83.244965,47.542454,-4.955967,1.2187289,-4.535937175537024,24.52608457956464,car_horn
237,-120.152794,76.60752,24.316704,-3.0300202,-1.8190207,-1.9178754640386917,13.39568264927626,car_horn
238,-182.79005,155.47159,39.926014,-2.4415174,-0.4031401,-0.8181694091804143,13.630504607514702,car_horn
239,-528.90814,122.32405,86.55112,-6.8572187,0.45752734,-5.387789411807366,30.22318163361991,car_horn
240,-107.19666,149.30858,30.920311,2.4510593,0.53706473,1.559172189473161,13.718142856011507,car_horn
241,-120.215996,76.99894,24.377256,-2.9200833,-2.9656963,-1.8979742788626197,13.355387668492167,car_horn
242,-220.65253,155.80724,43.870224,0.028528785,2.9187841,-2.0815505922615993,17.0095204432053,car_horn
243,-146.88342,77.73636,29.91905,-4.6887283,-1.1459519,-2.4652821061483072,11.998240319085177,car_horn
244,-360.08807,99.53527,60.292053,-5.6215696,0.48498434,-4.932376104197894,27.127781905021653,car_horn
245,-143.2315,65.703804,30.39852,-4.7344217,-1.548012,-2.200318031090008,9.109632122164712,car_horn
246,-120.32356,124.44866,29.999592,-0.8306839,-0.7514967,0.1805184135286544,11.086060620910423,car_horn
247,-129.74069,120.752686,31.407328,-0.88437283,1.7377663,-0.34481442563913284,9.978170921286363,car_horn
248,-191.2609,118.52465,37.82919,-2.0795922,-0.14984849,-2.29463997237823,15.326926468953879,car_horn
249,-145.62282,143.35883,34.91979,-1.174168,-1.3104732,-0.04314934955606384,11.805759975114935,car_horn
250,-259.76157,193.25429,56.919586,-6.4330072,-2.2249901,-1.4826454872290815,11.552538056023884,car_horn
251,-62.664616,110.90376,24.891912,-0.51530325,-1.7541002,1.6158196639601528,8.892553913193183,car_horn
252,-305.1833,100.43923,52.175518,-8.290584,-3.619481,-4.3796251854303865,23.710294277620978,car_horn
253,-103.55846,88.814255,24.959078,1.2934827,4.1971755,-0.8036074115207147,8.735786864571107,car_horn
254,-164.63782,104.85838,33.0875,-0.49604616,-1.4142436,-2.2331354754465584,14.783077554406056,car_horn
255,-59.546062,118.51322,23.016289,2.8194835,-0.56445736,2.7168161996162175,14.42157712803257,car_horn
256,-283.3347,103.13462,49.69854,-4.318532,0.47188205,-4.1450708904262905,22.401531507881973,car_horn
257,-88.71866,119.0475,27.554064,0.6320507,1.1778793,0.941874202029035,8.799537835573542,car_horn
258,-115.694595,132.23483,30.323853,1.4986699,0.6683639,0.5034991831673477,11.41633944397356,car_horn
259,-112.99861,67.67406,26.788677,-3.986676,-2.0523891,-1.7369180141510332,7.132460301526345,car_horn
260,-259.03543,34.68119,44.620255,-8.378429,-1.6604698,-4.346778995897843,22.01594975809242,car_horn
